title;url;rating;num_reviews;num_students;duration;level;platform;instructor
Python Bootcamp: Master Python with Real-World Projects;https://www.udemy.com/course/the-complete-python-for-beginner-master-python-from-scratch/;4.4;1090;0;12.0 hours;All Levels;Udemy;Temotec Learning Academy
Ultimate Front-End Web Development Course;https://www.udemy.com/course/ultimate-front-end-web-development-course/;4.8;248;0;10.0 hours;All Levels;Udemy;Selfcode Academy
HTML and CSS Web Development: Build Responsive Websites New;https://www.udemy.com/course/html-and-css-web-development-build-responsive-websites-new/;4.9;258;0;8.5 hours;All Levels;Udemy;Shawn Nevin
Python Programming Bundle: Intro to Python, Pandas, and OOP;https://www.udemy.com/course/intro-to-python-programming-bundle/;4.3;12;0;11.5 hours;All Levels;Udemy;Simon Sez IT
380+ Exercises - Python Programming Mega Pack - Built-in;https://www.udemy.com/course/python-programming-modules-packages/;4.9;35;0;1.5 hours;Beginner;Udemy;Paweł Krakowiak
100+ Exercises - Advanced Python Programming;https://www.udemy.com/course/advanced-exercises-python-programming/;4.6;90;0;1.0 hours;Intermediate;Udemy;Paweł Krakowiak
Python Programming/Script/OOP/Advanced for Python Projects;https://www.udemy.com/course/python-programming-in-depth/;4.4;316;0;20.5 hours;All Levels;Udemy;Deepali Srivastava
Learn Python: The Complete Python Programming Course;https://www.udemy.com/course/pythonforbeginners/;4.3;5713;0;14.0 hours;All Levels;Udemy;Avinash Jain, The Codex
Learn Pro Advanced Python Programming;https://www.udemy.com/course/learn-pro-advanced-python-programming/;4.5;1079;0;26.5 hours;Expert;Udemy;Data Scientist
Python for Beginners to Pro: Master Python Programming;https://www.udemy.com/course/python-programming-for-beginners-interviews/;4.3;489;0;26.0 hours;All Levels;Udemy;Syed Mohiuddin
The Complete Web Development Bootcamp;https://www.udemy.com/course/full-stack-web-development-bootcamp/;4.5;721;0;30.5 hours;All Levels;Udemy;Bogdan Stashchuk | 300K Students Worldwide | MBA, PhD
The Complete Web Development Course - Build 15 Projects;https://www.udemy.com/course/complete-web-development-course/;4.6;8744;0;90.5 hours;All Levels;Udemy;Development Island (UK)
The Ultimate 2025 Fullstack Web Development Bootcamp;https://www.udemy.com/course/the-ultimate-fullstack-web-development-bootcamp/;4.5;8640;0;55.0 hours;All Levels;Udemy;Kane Ezki, Kalob Taulien, Radek Wilk
Full Stack Web Development: Complete Web Development Course;https://www.udemy.com/course/full-stack-web-development-complete-web-development-course-o/;4.7;110;0;27.5 hours;All Levels;Udemy;Full Stack Web Development Complete full stack web development: mern, python, java, project
Crash Course: Build a Full-Stack Web App in a Weekend!;https://www.udemy.com/course/full-stack-crash-course/;4.6;3834;0;12.5 hours;Beginner;Udemy;Jonas Schmedtmann
Full Stack Web Development With MERN STACK & GenAI 2026;https://www.udemy.com/course/fullstack-web-development-course-projects-base/;4.3;3646;0;90.0 hours;All Levels;Udemy;Masynctech Coding School
Complete Full Stack Web Development Bootcamp - AI Integrated;https://www.udemy.com/course/complete-full-stack-web-development-bootcamp/;4.6;533;0;62.5 hours;All Levels;Udemy;Manik (Cloudaffle)
Front End Web Development with React JS, Angular, Bootstrap;https://www.udemy.com/course/web-development-with-html-css-bootstrapreact-js-angular/;4.5;163;0;39.5 hours;Beginner;Udemy;Oak Academy, OAK Academy Team
Full Stack Web Development Bootcamp with MERN Stack Projects;https://www.udemy.com/course/full-stack-web-development-bootcamp-with-mern-stack-projects/;4.2;338;0;66.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
100 Days Of Code - Web Development Bootcamp;https://www.udemy.com/course/100-days-of-code-web-development-bootcamp/;4.7;7701;0;79.5 hours;All Levels;Udemy;Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz
Ultimate Web Development Course 2026 - Build Modern Websites;https://www.udemy.com/course/codewithharry-web-development-course/;4.6;1388;0;22.0 hours;All Levels;Udemy;Haris Ali Khan
The Web Developer Bootcamp 2026;https://www.udemy.com/course/the-web-developer-bootcamp/;4.7;284527;0;74.0 hours;All Levels;Udemy;Colt Steele
Complete web development course;https://www.udemy.com/course/web-dev-master/;4.6;19023;0;100.0 hours;All Levels;Udemy;Hitesh Choudhary
The Complete Full-Stack Web Development Bootcamp;https://www.udemy.com/course/the-complete-web-development-bootcamp/;4.7;463616;0;62.0 hours;All Levels;Udemy;Dr. Angela Yu, Developer and Lead Instructor
Python Programming: 200+ Exercises for Practice;https://www.udemy.com/course/200-exercises-programming-in-python-from-a-to-z/;4.3;180;0;0.5 hours;Beginner;Udemy;Paweł Krakowiak
Python Certification Training (beginner to expert);https://www.udemy.com/course/python-programming-beginner-to-expert/;4.2;501;0;29.5 hours;All Levels;Udemy;Uplatz Training
The Art of Doing: Web Development for Beginners;https://www.udemy.com/course/the-art-of-doing-web-development-for-beginners/;4.7;60;0;20.0 hours;Beginner;Udemy;Michael Eramo
Mern Full Stack Web Application with React & Web Development;https://www.udemy.com/course/mern-full-stack-web-application-with-react-web-development/;4.3;216;0;27.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
The Complete Python Developer;https://www.udemy.com/course/complete-python-developer-zero-to-mastery/;4.6;60023;0;31.0 hours;All Levels;Udemy;Andrei Neagoie
Full Stack Web Development with React JS, Angular and NodeJS;https://www.udemy.com/course/full-stack-web-development-2021-guide-with-nodejs-mongodb/;4.3;957;0;53.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Node with React: Fullstack Web Development;https://www.udemy.com/course/node-with-react-fullstack-web-development/;4.5;14986;0;25.5 hours;All Levels;Udemy;Stephen Grider
The Complete Web Developer Course 3.0;https://www.udemy.com/course/the-complete-web-developer-course-2/;4.2;72613;0;31.0 hours;All Levels;Udemy;Rob Percival, Codestars • over 2.5 million students worldwide!
Full Stack Web Development: From Zero to Your First Job 2026;https://www.udemy.com/course/full-stack-web-development-from-zero-to-your-first-job-g/;4.7;84;0;6.0 hours;All Levels;Udemy;Full Stack Web Development Complete full stack web development: mern, python, java, project
Next.js and React: The Complete Modern Web Development Guide;https://www.udemy.com/course/nextjs-and-react-the-complete-modern-web-development-guide/;4.4;5;0;26.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Full-Stack Development for Beginner: React, Next.js, Node.js;https://www.udemy.com/course/full-stack-development-for-beginner-react-nextjs-nodejs/;4.4;160;0;33.0 hours;All Levels;Udemy;Anton Voroniuk, Dmytro Vasyliev, Anton Voroniuk Support, Dmytro Vasyliev Support
Web Development | HTML | CSS | JavaScript | jQuery | NodeJS;https://www.udemy.com/course/ui-technologies-indepth/;4.5;2408;0;62.5 hours;All Levels;Udemy;Web Academy by Harsha Vardhan
Web Development: Learn HTML, CSS & JS By Building A Website;https://www.udemy.com/course/web-development-for-complete-beginners-html-css-js/;4.4;476;0;2.0 hours;Beginner;Udemy;D S Aman
Full Stack Web Development Megacourse: Beginner to Expert;https://www.udemy.com/course/full-stack-web-development-megacourse-beginner-to-expert/;4.5;163;0;139.0 hours;All Levels;Udemy;Skillademia Academy
Full Stack Web Development MASTERY Course - Novice to Expert;https://www.udemy.com/course/master-full-stack-web-development-novice-to-expert/;4.4;457;0;61.0 hours;All Levels;Udemy;Prerak Mehta
Learn Complete Modern Front-End Web Development Step-by-Step;https://www.udemy.com/course/front-end-web-development-complete-guide-step-by-step/;4.7;4755;0;41.0 hours;All Levels;Udemy;Fatah Gabrial
Ultimate Web Designer & Web Developer Course;https://www.udemy.com/course/web-developer-course/;4.4;14695;0;34.0 hours;All Levels;Udemy;Brad Hussey
Web Development Concepts for Everyone;https://www.udemy.com/course/web-development-concepts-for-everyone/;4.5;2177;0;6.0 hours;All Levels;Udemy;Scott Bromander
Javascript, HTML and CSS | HTML CSS Javascript for Beginners;https://www.udemy.com/course/html-css-and-javascript-complete-guide-for-beginners/;4.6;191;0;12.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Web Development: Project Based Learning;https://www.udemy.com/course/web-development-project-based-learning/;4.6;87;0;4.0 hours;Intermediate;Udemy;Dr. Umesh Dutta, Ina Singh
Full Stack Web Development HTML, CSS, Bootstrap and React JS;https://www.udemy.com/course/full-stack-web-development-html-css-bootstrap-and-react-js/;4.5;130;0;15.0 hours;Beginner;Udemy;Oak Academy, OAK Academy Team
Full-Stack Web Development Bootcamp 2026 | Complete Training;https://www.udemy.com/course/full-stack-web-development-bootcamp-complete-course-2025/;4.5;31;0;28.5 hours;All Levels;Udemy;Dennis Iluma
Front End Web Development with JavaScript & Next.js;https://www.udemy.com/course/front-end-web-development-with-javascript-nextjs/;4.4;8;0;28.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Front End Web Development with Javascript HTML CSS Bootstrap;https://www.udemy.com/course/full-front-end-web-development-course/;4.7;302;0;27.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Full Stack Web Development with C# OOP, MS SQL & ASP.NET MVC;https://www.udemy.com/course/full-stack-web-development-with-c-oop-ms-sql-aspnet-mvc/;4.4;1398;0;41.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
The Full Stack Web Development Bootcamp (Frontend & Backend);https://www.udemy.com/course/2022-the-master-in-web-development-backend-frontend/;4.3;754;0;43.5 hours;All Levels;Udemy;Faisal Zamir, Jafri Code
Typescript | Type script & Angular 13 and HTTP from Scratch;https://www.udemy.com/course/typescript-type-script-angular-13-and-http-from-scratch/;4.6;35;0;12.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Full Stack Web & Mobile App Development | Mern Stack Project;https://www.udemy.com/course/full-stack-web-mobile-app-development-mern-stack-project/;4.5;401;0;42.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
The MERN Stack Blogify Project: Web Development;https://www.udemy.com/course/mern-stack-blogify-project-based-course/;4.4;59;0;18.0 hours;Beginner;Udemy;Masynctech Coding School, Jacky Aron, Pretty Akyeremu, Aditya Mandal
React JS Web Development 2025 + Next.Js 15: Complete Course;https://www.udemy.com/course/react-complete-with-hooks-context-reducers-redux-firebase-typescript/;4.5;92;0;21.0 hours;All Levels;Udemy;Ivan Lourenço Gomes
Build Websites from Scratch with HTML & CSS;https://www.udemy.com/course/build-website-scratch/;4.5;15410;0;8.5 hours;Beginner;Udemy;Brad Hussey, Code College
Beginner Full Stack Web Development: HTML, CSS, React & Node;https://www.udemy.com/course/ultimate-web/;4.2;12908;0;31.5 hours;Beginner;Udemy;Mark Price, Devslopes by Nathan Sevedge
HTML&CSS Tutorial and Projects Course (Flexbox&Grid);https://www.udemy.com/course/in-depth-html-css-course-build-responsive-websites/;4.7;5296;0;40.0 hours;All Levels;Udemy;Jānis Smilga
Modern Web Design Beginners HTML CSS JavaScript 25+ Projects;https://www.udemy.com/course/modern-web-design/;4.5;129;0;42.5 hours;All Levels;Udemy;Laurence Svekis
HTML and CSS Masterclass;https://www.udemy.com/course/html-and-css-masterclass/;4.5;344;0;10.5 hours;All Levels;Udemy;Tim Buchalka's Learn Programming Academy, Robert Gioia
Full Stack Web App Development: Mern Stack Project & React;https://www.udemy.com/course/full-stack-web-app-development-mern-stack-project-react/;4.4;147;0;32.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Full Stack Web Development with Mern Full Stack Project;https://www.udemy.com/course/full-stack-web-development-with-mern-full-stack-project/;4.3;199;0;58.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
React JS for Web Development: React with Node JS, MongoDB;https://www.udemy.com/course/react-the-complete-2021-guide-with-nodejs-and-mongo-db/;4.3;77;0;21.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Web Development Bootcamp 2025;https://www.udemy.com/course/web-development-bootcamp-learn-html-css-and-javascript/;4.7;13;0;13.0 hours;All Levels;Udemy;Shaa Web
HTML, CSS & Python Django Full Stack for Web Development;https://www.udemy.com/course/html-css-python-django-full-stack-for-web-development/;4.3;60;0;9.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Angular from Beginner to Advanced, Typescript and HTTP;https://www.udemy.com/course/angular-from-beginner-to-advanced-r/;4.3;98;0;7.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
The Absolute Beginners Guide to Artificial Intelligence;https://www.udemy.com/course/the-absolute-beginners-guide-to-artificial-intelligence/;4.5;196;0;4.0 hours;All Levels;Udemy;Alexander Oni
ChatGPT: Complete ChatGPT Course For Work 2026 (Ethically)!;https://www.udemy.com/course/chatgpt-complete-chatgpt-course-for-work-2023-ethically-chat-gpt/;4.5;125015;0;13.5 hours;All Levels;Udemy;Steve Ballinger, MBA
Vue JS 3 For Modern Web Development - Beginner to Advanced;https://www.udemy.com/course/vue-js-v3-super-fast-course-from-zero-to-advanced-web-development/;4.6;948;0;9.0 hours;All Levels;Udemy;Ivan Lourenço Gomes
Software Development From A to Z - Learn What Truly Matters;https://www.udemy.com/course/software-development-from-a-to-z/;4.6;3679;0;7.0 hours;Beginner;Udemy;Karoly Nyisztor • Professional Software Architect
Web Development : Mastering MERN Stack;https://www.udemy.com/course/mastering-mern-stack/;4.4;46;0;11.5 hours;All Levels;Udemy;Selfcode Academy
Web Development Bootcamp HTML CSS JS REACT NODE MERN STACK;https://www.udemy.com/course/web-development-bootcamp-html-css-javascript-react-next-node-mongodb/;4.3;49;0;17.5 hours;Beginner;Udemy;Ryan Dhungel
Full Stack Web Development with React,React Native,Bootstrap;https://www.udemy.com/course/full-web-development-course-html-css-boostrap-and-react/;4.5;53;0;28.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Full Stack Web Development with Vue Js, NodeJS, MongoDB, JS;https://www.udemy.com/course/full-stack-web-development-with-vue-js-nodejs-mongodb-js/;4.6;115;0;52.0 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Mastering Artificial Intelligence;https://www.udemy.com/course/mastering-artificial-intelligence/;4.4;416;0;12.5 hours;All Levels;Udemy;Selfcode Academy
The Complete Artificial Intelligence (AI) for Professionals;https://www.udemy.com/course/the-complete-artificial-intelligence-ai-for-professionals/;4.7;3325;0;14.0 hours;All Levels;Udemy;Dey Academy, IT & AI Dey Academy
The Complete Artificial Intelligence and ChatGPT Course;https://www.udemy.com/course/the-complete-artificial-intelligence-and-chat-gpt-course/;4.6;7133;0;12.0 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof., Luka Anicin
Intro to AI: A Beginner's Guide to Artificial Intelligence;https://www.udemy.com/course/intro-to-ai-a-beginners-guide-to-artificial-intelligence/;4.5;19146;0;2.5 hours;All Levels;Udemy;365 Careers
Artificial Intelligence A-Z 2026: Agentic AI, Gen AI, and RL;https://www.udemy.com/course/artificial-intelligence-az/;4.4;48930;0;15.5 hours;All Levels;Udemy;Hadelin de Ponteves, Kirill Eremenko, SuperDataScience Team, Luka Anicin, Ligency ​
The Complete AI Guide: Learn ChatGPT, Generative AI & More;https://www.udemy.com/course/complete-ai-guide/;4.5;57396;0;41.5 hours;All Levels;Udemy;Julian Melanson, Benza Maman, Leap Year Learning
The AI Engineer Course 2026: Complete AI Engineer Bootcamp;https://www.udemy.com/course/the-ai-engineer-course-complete-ai-engineer-bootcamp/;4.6;15579;0;29.5 hours;All Levels;Udemy;365 Careers
Python Web Development with Django and Bootstrap, HTML, CSS;https://www.udemy.com/course/web-development-with-bootstrap-python-django/;4.3;194;0;33.5 hours;All Levels;Udemy;Oak Academy, OAK Academy Team
Advanced AI: Deep Reinforcement Learning in PyTorch (v2);https://www.udemy.com/course/deep-reinforcement-learning-in-pytorch/;4.7;309;0;15.5 hours;Expert;Udemy;Lazy Programmer Inc., Lazy Programmer Team
